@relation 'social_s (1)'

@attribute Date {4/8/2017,4/1/2017,3/25/2017,3/18/2017,3/11/2017,3/4/2017,2/25/2017,2/18/2017,2/11/2017,2/4/2017,1/28/2017,1/21/2017,1/14/2017,1/7/2017,12/31/2016,12/24/2016,12/17/2016,12/10/2016,12/3/2016,11/26/2016,11/19/2016,11/12/2016,11/5/2016,10/29/2016,10/22/2016,10/15/2016,10/8/2016,10/1/2016,9/24/2016,9/17/2016,9/10/2016,9/3/2016,8/27/2016,8/20/2016,8/13/2016,8/6/2016,7/30/2016,7/23/2016,7/16/2016,7/9/2016,7/2/2016,6/25/2016,6/18/2016,6/11/2016,6/4/2016,5/28/2016,5/21/2016,5/14/2016,5/7/2016,4/30/2016,4/23/2016,4/16/2016,4/9/2016,4/2/2016,3/26/2016,3/19/2016,3/12/2016,3/5/2016,2/27/2016,2/20/2016,2/13/2016,2/6/2016,1/30/2016,1/23/2016,1/16/2016,1/9/2016,1/2/2016,12/26/2015,12/19/2015,12/12/2015,12/5/2015,11/28/2015,11/21/2015,11/14/2015,11/7/2015,10/31/2015,10/24/2015,10/17/2015,10/10/2015,10/3/2015,9/26/2015,9/19/2015,9/12/2015,9/5/2015,8/29/2015,8/22/2015,8/15/2015,8/8/2015,8/1/2015,7/25/2015,7/18/2015,7/11/2015,7/4/2015,6/27/2015,6/20/2015,6/13/2015,6/6/2015,5/30/2015,5/23/2015,5/16/2015,5/9/2015,5/2/2015,4/25/2015,4/18/2015,4/11/2015,4/4/2015,3/28/2015,3/21/2015,3/14/2015,3/7/2015,2/28/2015,2/21/2015,2/14/2015,2/7/2015,1/31/2015,1/24/2015,1/17/2015,1/10/2015,1/3/2015,12/27/2014,12/20/2014,12/13/2014,12/6/2014,11/29/2014,11/22/2014,11/15/2014,11/8/2014,11/1/2014,10/25/2014,10/18/2014,10/11/2014,10/4/2014,9/27/2014,9/20/2014,9/13/2014,9/6/2014,8/30/2014,8/23/2014,8/16/2014,8/9/2014,8/2/2014,7/26/2014}
@attribute S_rank numeric
@attribute S_last_week numeric
@attribute S_peak_position numeric
@attribute S_wks_on_rank numeric
@attribute A_rank numeric
@attribute A_last_week numeric
@attribute A_peak_position numeric
@attribute A_wks_on_rank numeric
@attribute O_rank numeric
@attribute O_last_week numeric
@attribute O_peak_position numeric
@attribute O_wks_on_rank numeric
@attribute Cls numeric
@attribute Class numeric

@data
7/11/2015,6,12,1,3,3,2,1,37,30,32,13,6,-6,0
7/11/2015,16,10,3,27,3,2,1,37,30,32,13,6,6,1
7/11/2015,23,22,1,5,3,2,1,37,30,32,13,6,1,1
7/11/2015,22,20,2,38,5,5,2,52,18,14,1,78,2,1
7/11/2015,30,34,10,7,5,5,2,52,18,14,1,78,-4,0
7/11/2015,33,31,31,8,7,6,1,52,4,5,13,239,2,1
7/11/2015,82,79,26,20,15,15,1,52,27,26,13,215,3,1
7/11/2015,87,86,53,19,15,15,1,52,27,26,13,215,1,1
7/11/2015,47,49,22,12,20,19,1,42,23,34,13,5,-2,0
7/11/2015,99,120,99,1,24,24,1,52,28,29,13,45,-21,0
7/11/2015,63,59,13,20,26,25,1,52,3,3,13,136,4,1
7/11/2015,56,69,4,5,32,44,1,20,5,9,13,27,-13,0
7/11/2015,28,28,15,14,34,29,2,48,10,7,1,229,0,1
7/11/2015,26,24,3,25,46,43,1,36,31,42,13,95,2,1
7/4/2015,38,34,6,28,1,1,2,47,2,1,1,239,4,1
7/4/2015,40,39,1,44,1,1,2,47,2,1,1,239,1,1
7/4/2015,42,42,1,34,1,1,2,47,2,1,1,239,0,1
7/4/2015,10,8,3,26,2,2,1,36,32,29,13,5,2,1
7/4/2015,12,24,1,2,2,2,1,36,32,29,13,5,-12,0
7/4/2015,22,23,1,4,2,2,1,36,32,29,13,5,-1,0
7/4/2015,19,12,2,23,4,3,2,51,40,32,1,151,7,1
7/4/2015,25,25,23,6,4,3,2,51,40,32,1,151,0,1
7/4/2015,20,21,2,37,5,5,2,51,14,20,1,77,-1,0
7/4/2015,34,41,10,6,5,5,2,51,14,20,1,77,-7,0
7/4/2015,31,35,31,7,6,10,1,51,5,6,13,238,-4,0
7/4/2015,79,83,26,19,15,15,1,51,26,30,13,214,-4,0
7/4/2015,86,80,53,18,15,15,1,51,26,30,13,214,6,1
7/4/2015,49,51,22,11,19,16,1,41,34,21,13,4,-2,0
7/4/2015,77,75,8,20,24,24,1,51,29,38,13,44,2,1
7/4/2015,59,52,13,19,25,22,1,51,3,3,13,135,7,1
7/4/2015,28,26,15,13,29,28,2,47,7,14,1,228,2,1
7/4/2015,93,120,93,1,30,120,1,1,46,120,13,6,-27,0
7/4/2015,24,22,3,24,43,35,1,35,42,34,13,94,2,1
7/4/2015,69,79,4,4,44,60,1,19,9,18,13,26,-10,0
6/27/2015,34,31,6,27,1,1,2,46,1,2,1,238,3,1
6/27/2015,39,38,1,43,1,1,2,46,1,2,1,238,1,1
6/27/2015,42,37,1,33,1,1,2,46,1,2,1,238,5,1
6/27/2015,8,7,3,25,2,5,1,35,29,47,13,4,1,1
6/27/2015,23,21,1,3,2,5,1,35,29,47,13,4,2,1
6/27/2015,24,120,1,1,2,5,1,35,29,47,13,4,-96,0
6/27/2015,12,10,2,22,3,3,2,50,32,33,1,150,2,1
6/27/2015,25,23,23,5,3,3,2,50,32,33,1,150,2,1
6/27/2015,21,20,2,36,5,6,2,50,20,17,1,76,1,1
6/27/2015,41,42,10,5,5,6,2,50,20,17,1,76,-1,0
6/27/2015,35,36,31,6,10,9,1,50,6,7,13,237,-1,0
6/27/2015,80,80,53,17,15,13,1,50,30,18,13,213,0,1
6/27/2015,83,86,26,18,15,13,1,50,30,18,13,213,-3,0
6/27/2015,51,54,22,10,16,22,1,40,21,120,13,3,-3,0
6/27/2015,52,51,13,18,22,25,1,50,3,1,13,134,1,1
6/27/2015,75,72,8,19,24,20,1,50,38,32,13,43,3,1
6/27/2015,26,24,15,12,28,21,2,46,14,9,1,227,2,1
6/27/2015,22,17,3,23,35,29,1,34,34,22,13,93,5,1
6/27/2015,79,78,4,3,60,59,1,18,18,35,13,25,1,1
6/27/2015,76,74,61,4,96,91,17,36,40,37,21,44,2,1
6/20/2015,31,27,6,26,1,1,2,45,2,1,1,237,4,1
6/20/2015,37,35,1,32,1,1,2,45,2,1,1,237,2,1
6/20/2015,38,39,1,42,1,1,2,45,2,1,1,237,-1,0
6/20/2015,10,9,2,21,3,3,2,49,33,23,1,149,1,1
6/20/2015,23,30,23,4,3,3,2,49,33,23,1,149,-7,0
6/20/2015,7,6,3,24,5,4,1,34,47,120,13,3,1,1
6/20/2015,21,20,1,2,5,4,1,34,47,120,13,3,1,1
6/20/2015,20,22,2,35,6,5,2,49,17,16,1,75,-2,0
6/20/2015,42,52,10,4,6,5,2,49,17,16,1,75,-10,0
6/20/2015,36,38,31,5,9,8,1,49,7,6,13,236,-2,0
6/20/2015,80,82,53,16,13,11,1,49,18,18,13,212,-2,0
6/20/2015,86,86,26,17,13,11,1,49,18,18,13,212,0,1
6/20/2015,47,120,47,1,16,45,1,49,39,44,13,226,-73,0
6/20/2015,72,63,8,18,20,17,1,49,32,31,13,42,9,1
6/20/2015,24,26,15,11,21,24,2,45,9,8,1,226,-2,0
6/20/2015,51,46,13,17,25,25,1,49,1,2,13,133,5,1
6/20/2015,17,13,3,22,29,28,1,33,22,33,13,92,4,1
6/20/2015,78,89,4,2,59,63,1,17,35,35,13,24,-11,0
6/20/2015,74,61,61,3,91,75,17,35,37,43,21,43,13,1
6/13/2015,27,23,6,25,1,1,2,44,1,1,1,236,4,1
6/13/2015,35,32,1,31,1,1,2,44,1,1,1,236,3,1
6/13/2015,39,34,1,41,1,1,2,44,1,1,1,236,5,1
6/13/2015,62,120,62,1,2,120,1,1,38,120,13,2,-58,0
6/13/2015,9,9,2,20,3,3,2,48,23,21,1,148,0,1
6/13/2015,30,31,23,3,3,3,2,48,23,21,1,148,-1,0
6/13/2015,22,16,2,34,5,5,2,48,16,15,1,74,6,1
6/13/2015,52,58,10,3,5,5,2,48,16,15,1,74,-6,0
6/13/2015,38,51,31,4,8,7,1,48,6,3,13,235,-13,0
6/13/2015,82,79,53,15,11,12,1,48,18,17,13,211,3,1
6/13/2015,86,82,26,16,11,12,1,48,18,17,13,211,4,1
6/13/2015,63,56,8,17,17,16,1,48,31,19,13,41,7,1
6/13/2015,26,24,15,10,24,25,2,44,8,9,1,225,2,1
6/13/2015,46,40,13,16,25,21,1,48,2,2,13,132,6,1
6/13/2015,13,11,3,21,28,22,1,32,33,30,13,91,2,1
6/13/2015,89,120,4,1,63,91,1,16,35,45,13,23,-31,0
6/13/2015,61,68,61,2,75,78,17,34,43,120,21,42,-7,0
6/6/2015,23,20,6,24,1,1,2,43,1,1,1,235,3,1
6/6/2015,32,29,1,30,1,1,2,43,1,1,1,235,3,1
6/6/2015,34,34,1,40,1,1,2,43,1,1,1,235,0,1
6/6/2015,9,7,2,19,3,2,2,47,21,19,1,147,2,1
6/6/2015,31,67,23,2,3,2,2,47,21,19,1,147,-36,0
6/6/2015,14,17,14,19,4,7,1,45,29,45,13,26,-3,0
6/6/2015,47,49,1,46,4,7,1,45,29,45,13,26,-2,0
6/6/2015,16,10,2,33,5,4,2,47,15,15,1,73,6,1
6/6/2015,58,92,10,2,5,4,2,47,15,15,1,73,-34,0
6/6/2015,51,66,31,3,7,13,1,47,3,10,13,234,-15,0
6/6/2015,79,75,53,14,12,9,1,47,17,26,13,210,4,1
6/6/2015,82,78,26,15,12,9,1,47,17,26,13,210,4,1
6/6/2015,56,38,8,16,16,10,1,47,19,29,13,40,18,1
6/6/2015,40,24,13,15,21,16,1,47,2,2,13,131,16,1
6/6/2015,11,8,3,20,22,17,1,31,30,24,13,90,3,1
6/6/2015,24,25,15,9,25,19,2,43,9,9,1,224,-1,0
5/30/2015,20,17,6,23,1,2,2,42,1,1,1,234,3,1
5/30/2015,29,26,1,29,1,2,2,42,1,1,1,234,3,1
5/30/2015,34,35,1,39,1,2,2,42,1,1,1,234,-1,0
5/30/2015,7,6,2,18,2,5,2,46,19,34,1,146,1,1
5/30/2015,67,120,23,1,2,5,2,46,19,34,1,146,-53,0
5/30/2015,10,9,2,32,4,6,2,46,15,14,1,72,1,1
5/30/2015,92,120,10,1,4,6,2,46,15,14,1,72,-28,0
5/30/2015,17,16,14,18,7,10,1,44,45,48,13,25,1,1
5/30/2015,49,43,1,45,7,10,1,44,45,48,13,25,6,1
5/30/2015,75,68,53,13,9,9,1,46,26,19,13,209,7,1
5/30/2015,78,71,26,14,9,9,1,46,26,19,13,209,7,1
5/30/2015,38,28,8,15,10,11,1,46,29,26,13,39,10,1
5/30/2015,50,42,5,37,10,11,1,46,29,26,13,39,8,1
5/30/2015,66,93,31,2,13,14,1,46,10,9,13,233,-27,0
5/30/2015,24,19,13,14,16,18,1,46,2,6,13,130,5,1
5/30/2015,8,7,3,19,17,17,1,30,24,24,13,89,1,1
5/30/2015,25,23,15,8,19,19,2,42,9,7,1,223,2,1
5/30/2015,71,61,43,12,73,38,1,7,46,33,13,32,10,1
5/23/2015,17,15,6,22,2,3,2,41,1,1,1,233,2,1
5/23/2015,26,25,1,28,2,3,2,41,1,1,1,233,1,1
5/23/2015,35,34,1,38,2,3,2,41,1,1,1,233,1,1
5/23/2015,6,6,2,17,5,5,2,45,34,31,1,145,0,1
5/23/2015,9,10,2,31,6,7,2,45,14,15,1,71,-1,0
5/23/2015,68,62,53,12,9,6,1,45,19,19,13,208,6,1
5/23/2015,71,67,26,13,9,6,1,45,19,19,13,208,4,1
5/23/2015,100,92,58,13,9,6,1,45,19,19,13,208,8,1
5/23/2015,16,18,14,17,10,9,1,43,48,46,13,24,-2,0
5/23/2015,43,43,1,44,10,9,1,43,48,46,13,24,0,1
5/23/2015,48,42,4,29,10,9,1,43,48,46,13,24,6,1
5/23/2015,28,23,8,14,11,10,1,45,26,33,13,38,5,1
5/23/2015,42,41,5,36,11,10,1,45,26,33,13,38,1,1
5/23/2015,93,120,31,1,14,12,1,45,9,3,13,232,-27,0
5/23/2015,7,7,3,18,17,13,1,29,24,24,13,88,0,1
5/23/2015,19,19,13,13,18,16,1,45,6,2,13,129,0,1
5/23/2015,23,22,15,7,19,18,2,41,7,8,1,222,1,1
5/23/2015,97,91,78,4,19,18,2,41,7,8,1,222,6,1
5/23/2015,61,61,43,11,38,94,1,6,33,39,13,31,0,1
5/16/2015,15,12,6,21,3,1,2,40,1,1,1,232,3,1
5/16/2015,25,24,1,27,3,1,2,40,1,1,1,232,1,1
5/16/2015,34,33,1,37,3,1,2,40,1,1,1,232,1,1
5/16/2015,6,5,2,16,5,5,2,44,31,29,1,144,1,1
5/16/2015,62,61,53,11,6,3,1,44,19,18,13,207,1,1
5/16/2015,67,68,26,12,6,3,1,44,19,18,13,207,-1,0
5/16/2015,92,89,58,12,6,3,1,44,19,18,13,207,3,1
5/16/2015,95,94,52,12,6,3,1,44,19,18,13,207,1,1
5/16/2015,10,8,2,30,7,6,2,44,15,16,1,70,2,1
5/16/2015,18,20,14,16,9,9,1,42,46,50,13,23,-2,0
5/16/2015,42,41,4,28,9,9,1,42,46,50,13,23,1,1
5/16/2015,43,43,1,43,9,9,1,42,46,50,13,23,0,1
5/16/2015,23,21,8,13,10,7,1,44,33,17,13,37,2,1
5/16/2015,41,38,5,35,10,7,1,44,33,17,13,37,3,1
5/16/2015,7,6,3,17,13,10,1,28,24,32,13,87,1,1
5/16/2015,19,14,13,12,16,11,1,44,2,2,13,128,5,1
5/16/2015,22,22,15,6,18,14,2,40,8,4,1,221,0,1
5/16/2015,91,78,78,3,18,14,2,40,8,4,1,221,13,1
5/16/2015,61,63,43,10,94,120,1,5,39,120,13,30,-2,0
5/9/2015,12,12,6,20,1,1,2,39,1,2,1,231,0,1
5/9/2015,24,23,1,26,1,1,2,39,1,2,1,231,1,1
5/9/2015,33,32,1,36,1,1,2,39,1,2,1,231,1,1
5/9/2015,61,57,53,10,3,6,1,43,18,15,13,206,4,1
5/9/2015,68,67,26,11,3,6,1,43,18,15,13,206,1,1
5/9/2015,89,82,58,11,3,6,1,43,18,15,13,206,7,1
5/9/2015,94,90,52,11,3,6,1,43,18,15,13,206,4,1
5/9/2015,5,4,2,15,5,4,2,43,29,35,1,143,1,1
5/9/2015,8,7,2,29,6,5,2,43,16,16,1,69,1,1
5/9/2015,21,20,8,12,7,8,1,43,17,20,13,36,1,1
5/9/2015,38,37,5,34,7,8,1,43,17,20,13,36,1,1
5/9/2015,20,24,14,15,9,9,1,41,50,49,13,22,-4,0
5/9/2015,41,36,4,27,9,9,1,41,50,49,13,22,5,1
5/9/2015,43,35,1,42,9,9,1,41,50,49,13,22,8,1
5/9/2015,6,6,3,16,10,10,1,27,32,34,13,86,0,1
5/9/2015,14,13,13,11,11,12,1,43,2,1,13,127,1,1
5/9/2015,22,17,15,5,14,15,2,39,4,6,1,220,5,1
5/9/2015,78,91,78,2,14,15,2,39,4,6,1,220,-13,0
5/9/2015,64,93,38,2,30,35,1,43,48,40,13,18,-29,0
5/2/2015,12,10,6,19,1,1,2,38,2,1,1,230,2,1
5/2/2015,23,19,1,25,1,1,2,38,2,1,1,230,4,1
5/2/2015,32,27,1,35,1,1,2,38,2,1,1,230,5,1
5/2/2015,4,3,2,14,4,2,2,42,35,30,1,142,1,1
5/2/2015,7,5,2,28,5,4,2,42,16,15,1,68,2,1
5/2/2015,57,53,53,9,6,5,1,42,15,18,13,205,4,1
5/2/2015,67,60,26,10,6,5,1,42,15,18,13,205,7,1
5/2/2015,82,75,58,10,6,5,1,42,15,18,13,205,7,1
5/2/2015,90,73,52,10,6,5,1,42,15,18,13,205,17,1
5/2/2015,20,20,8,11,8,6,1,42,20,24,13,35,0,1
5/2/2015,37,32,5,33,8,6,1,42,20,24,13,35,5,1
5/2/2015,50,49,2,54,8,6,1,42,20,24,13,35,1,1
5/2/2015,24,26,14,14,9,9,1,40,49,43,13,21,-2,0
5/2/2015,35,36,1,41,9,9,1,40,49,43,13,21,-1,0
5/2/2015,36,33,4,26,9,9,1,40,49,43,13,21,3,1
5/2/2015,6,7,3,15,10,10,1,26,34,32,13,85,-1,0
5/2/2015,13,15,13,10,12,11,1,42,1,2,13,126,-2,0
5/2/2015,17,21,15,4,15,14,2,38,6,6,1,219,-4,0
5/2/2015,91,120,78,1,15,14,2,38,6,6,1,219,-29,0
5/2/2015,93,120,38,1,35,44,1,42,40,120,13,17,-27,0
4/25/2015,10,7,6,18,1,1,2,37,1,1,1,229,3,1
4/25/2015,19,17,1,24,1,1,2,37,1,1,1,229,2,1
4/25/2015,27,26,1,34,1,1,2,37,1,1,1,229,1,1
4/25/2015,3,2,2,13,2,2,2,41,30,31,1,141,1,1
4/25/2015,5,5,2,27,4,3,2,41,15,15,1,67,0,1
4/25/2015,53,59,53,8,5,5,1,41,18,16,13,204,-6,0
4/25/2015,60,68,26,9,5,5,1,41,18,16,13,204,-8,0
4/25/2015,73,74,52,9,5,5,1,41,18,16,13,204,-1,0
4/25/2015,75,82,58,9,5,5,1,41,18,16,13,204,-7,0
4/25/2015,20,20,8,10,6,4,1,41,24,20,13,34,0,1
4/25/2015,32,29,5,32,6,4,1,41,24,20,13,34,3,1
4/25/2015,49,42,2,53,6,4,1,41,24,20,13,34,7,1
4/25/2015,26,39,14,13,9,10,1,39,43,40,13,20,-13,0
4/25/2015,33,33,4,25,9,10,1,39,43,40,13,20,0,1
4/25/2015,36,37,1,40,9,10,1,39,43,40,13,20,-1,0
4/25/2015,7,3,3,14,10,7,1,25,32,23,13,84,4,1
4/25/2015,15,16,13,9,11,13,1,41,2,2,13,125,-1,0
4/25/2015,21,19,15,3,14,11,2,37,6,6,1,218,2,1
4/25/2015,51,49,13,20,25,24,2,41,12,7,1,227,2,1
4/18/2015,7,7,6,17,1,1,2,36,1,1,1,228,0,1
4/18/2015,17,13,1,23,1,1,2,36,1,1,1,228,4,1
4/18/2015,26,24,1,33,1,1,2,36,1,1,1,228,2,1
4/18/2015,2,2,2,12,2,3,2,40,31,22,1,140,0,1
4/18/2015,47,42,3,33,2,3,2,40,31,22,1,140,5,1
4/18/2015,5,3,2,26,3,4,2,40,15,13,1,66,2,1
4/18/2015,20,18,8,9,4,6,1,40,20,25,13,33,2,1
4/18/2015,29,27,5,31,4,6,1,40,20,25,13,33,2,1
4/18/2015,42,39,2,52,4,6,1,40,20,25,13,33,3,1
4/18/2015,59,57,53,7,5,5,1,40,16,18,13,203,2,1
4/18/2015,68,61,26,8,5,5,1,40,16,18,13,203,7,1
4/18/2015,74,65,52,8,5,5,1,40,16,18,13,203,9,1
4/18/2015,82,74,58,8,5,5,1,40,16,18,13,203,8,1
4/18/2015,3,4,3,13,7,7,1,24,23,27,13,83,-1,0
4/18/2015,61,78,58,3,9,2,1,16,47,46,13,7,-17,0
4/18/2015,33,25,4,24,10,10,1,38,40,28,13,19,8,1
4/18/2015,37,32,1,39,10,10,1,38,40,28,13,19,5,1
4/18/2015,39,55,14,12,10,10,1,38,40,28,13,19,-16,0
4/18/2015,19,23,15,2,11,11,2,36,6,5,1,217,-4,0
4/18/2015,16,16,13,8,13,12,1,40,2,2,13,124,0,1
4/18/2015,13,19,13,10,18,18,1,28,36,24,13,8,-6,0
4/18/2015,44,41,7,30,18,18,1,28,36,24,13,8,3,1
4/18/2015,49,44,13,19,24,26,2,40,7,10,1,226,5,1
4/18/2015,50,43,31,20,30,16,1,40,13,6,13,177,7,1
4/11/2015,7,7,6,16,1,2,2,35,1,1,1,227,0,1
4/11/2015,13,11,1,22,1,2,2,35,1,1,1,227,2,1
4/11/2015,24,24,1,32,1,2,2,35,1,1,1,227,0,1
4/11/2015,78,61,58,2,2,1,1,15,46,23,13,6,17,1
4/11/2015,2,2,2,11,3,3,2,39,22,31,1,139,0,1
4/11/2015,42,35,3,32,3,3,2,39,22,31,1,139,7,1
4/11/2015,3,3,2,25,4,4,2,39,13,14,1,65,0,1
4/11/2015,57,57,53,6,5,5,1,39,18,12,13,202,0,1
4/11/2015,61,52,26,7,5,5,1,39,18,12,13,202,9,1
4/11/2015,65,63,52,7,5,5,1,39,18,12,13,202,2,1
4/11/2015,74,76,58,7,5,5,1,39,18,12,13,202,-2,0
4/11/2015,18,18,8,8,6,6,1,39,25,21,13,32,0,1
4/11/2015,27,23,5,30,6,6,1,39,25,21,13,32,4,1
4/11/2015,39,37,2,51,6,6,1,39,25,21,13,32,2,1
4/11/2015,4,4,3,12,7,7,1,23,27,26,13,82,0,1
4/11/2015,25,17,4,23,10,8,1,37,28,29,13,18,8,1
4/11/2015,32,25,1,38,10,8,1,37,28,29,13,18,7,1
4/11/2015,55,47,14,11,10,8,1,37,28,29,13,18,8,1
4/11/2015,23,120,15,1,11,25,2,35,5,4,1,216,-97,0
4/11/2015,16,16,13,7,12,15,1,39,2,2,13,123,0,1
4/11/2015,43,45,31,19,16,34,1,39,6,22,13,176,-2,0
4/11/2015,19,20,13,9,18,18,1,27,24,50,13,7,-1,0
4/11/2015,41,38,7,29,18,18,1,27,24,50,13,7,3,1
4/11/2015,44,42,13,18,26,23,2,39,10,11,1,225,2,1
4/4/2015,61,120,58,1,1,82,1,14,23,120,13,5,-59,0
4/4/2015,66,120,66,1,1,82,1,14,23,120,13,5,-54,0
4/4/2015,83,120,81,1,1,82,1,14,23,120,13,5,-37,0
4/4/2015,7,7,6,15,2,1,2,34,1,1,1,226,0,1
4/4/2015,11,12,1,21,2,1,2,34,1,1,1,226,-1,0
4/4/2015,24,22,1,31,2,1,2,34,1,1,1,226,2,1
4/4/2015,2,2,2,10,3,2,2,38,31,25,1,138,0,1
4/4/2015,35,40,3,31,3,2,2,38,31,25,1,138,-5,0
4/4/2015,3,3,2,24,4,4,2,38,14,12,1,64,0,1
4/4/2015,52,54,26,6,5,5,1,38,12,15,13,201,-2,0
4/4/2015,57,66,53,5,5,5,1,38,12,15,13,201,-9,0
4/4/2015,63,62,52,6,5,5,1,38,12,15,13,201,1,1
4/4/2015,76,78,58,6,5,5,1,38,12,15,13,201,-2,0
4/4/2015,18,8,8,7,6,6,1,38,21,16,13,31,10,1
4/4/2015,23,19,5,29,6,6,1,38,21,16,13,31,4,1
4/4/2015,37,34,2,50,6,6,1,38,21,16,13,31,3,1
4/4/2015,4,4,3,11,7,8,1,22,26,22,13,81,0,1
4/4/2015,17,17,4,22,8,11,1,36,29,40,13,17,0,1
4/4/2015,25,28,1,37,8,11,1,36,29,40,13,17,-3,0
4/4/2015,47,120,14,10,8,11,1,36,29,40,13,17,-73,0
4/4/2015,16,18,13,6,15,12,1,38,2,2,13,122,-2,0
4/4/2015,20,20,13,8,18,19,1,26,50,120,13,6,0,1
4/4/2015,38,32,7,28,18,19,1,26,50,120,13,6,6,1
4/4/2015,42,36,13,17,23,22,2,38,11,10,1,224,6,1
4/4/2015,45,52,31,18,34,30,1,38,22,34,13,175,-7,0
4/4/2015,86,82,6,20,50,45,1,25,6,4,13,224,4,1
4/4/2015,60,43,43,4,94,68,1,2,39,42,13,29,17,1
3/28/2015,7,6,6,14,1,1,2,33,1,1,1,225,1,1
3/28/2015,12,10,1,20,1,1,2,33,1,1,1,225,2,1
3/28/2015,22,24,1,30,1,1,2,33,1,1,1,225,-2,0
3/28/2015,2,3,2,9,2,4,2,37,25,24,1,137,-1,0
3/28/2015,40,40,3,30,2,4,2,37,25,24,1,137,0,1
3/28/2015,3,2,2,23,4,3,2,37,12,8,1,63,1,1
3/28/2015,54,51,26,5,5,2,1,37,15,13,13,200,3,1
3/28/2015,62,60,52,5,5,2,1,37,15,13,13,200,2,1
3/28/2015,66,65,53,4,5,2,1,37,15,13,13,200,1,1
3/28/2015,78,75,58,5,5,2,1,37,15,13,13,200,3,1
3/28/2015,8,58,8,6,6,6,1,37,16,16,13,30,-50,0
3/28/2015,19,17,5,28,6,6,1,37,16,16,13,30,2,1
3/28/2015,34,33,2,49,6,6,1,37,16,16,13,30,1,1
3/28/2015,4,4,3,10,8,7,1,21,22,17,13,80,0,1
3/28/2015,17,13,4,21,11,11,1,35,40,36,13,16,4,1
3/28/2015,28,26,1,36,11,11,1,35,40,36,13,16,2,1
3/28/2015,18,22,13,5,12,13,1,37,2,2,13,121,-4,0
3/28/2015,36,35,13,16,22,20,2,37,10,9,1,223,1,1
3/28/2015,52,54,31,17,30,29,1,37,34,23,13,174,-2,0
3/28/2015,82,69,6,19,45,41,1,24,4,4,13,223,13,1
3/28/2015,43,95,43,3,68,120,1,1,42,120,13,28,-52,0
3/21/2015,6,7,6,13,1,1,2,32,1,1,1,224,-1,0
3/21/2015,10,8,1,19,1,1,2,32,1,1,1,224,2,1
3/21/2015,24,21,1,29,1,1,2,32,1,1,1,224,3,1
3/21/2015,71,120,46,1,1,1,2,32,1,1,1,224,-49,0
3/21/2015,51,40,26,4,2,4,1,36,13,16,13,199,11,1
3/21/2015,60,57,52,4,2,4,1,36,13,16,13,199,3,1
3/21/2015,65,75,53,3,2,4,1,36,13,16,13,199,-10,0
3/21/2015,75,73,58,4,2,4,1,36,13,16,13,199,2,1
3/21/2015,2,2,2,22,3,3,2,36,8,10,1,62,0,1
3/21/2015,3,3,2,8,4,6,2,36,24,29,1,136,0,1
3/21/2015,40,35,3,29,4,6,2,36,24,29,1,136,5,1
3/21/2015,17,13,5,27,6,7,1,36,16,11,13,29,4,1
3/21/2015,33,26,2,48,6,7,1,36,16,11,13,29,7,1
3/21/2015,58,62,8,5,6,7,1,36,16,11,13,29,-4,0
3/21/2015,4,4,3,9,7,10,1,20,17,22,13,79,0,1
3/21/2015,13,11,4,20,11,12,1,34,36,50,13,15,2,1
3/21/2015,26,28,1,35,11,12,1,34,36,50,13,15,-2,0
3/21/2015,22,30,13,4,13,16,1,36,2,2,13,120,-8,0
3/21/2015,35,31,13,15,20,19,2,36,9,9,1,222,4,1
3/21/2015,54,52,31,16,29,33,1,36,23,25,13,173,2,1
3/21/2015,41,38,8,44,34,30,1,36,50,120,13,2,3,1
3/21/2015,45,44,17,9,34,30,1,36,50,120,13,2,1,1
3/21/2015,69,61,6,18,41,36,1,23,4,4,13,222,8,1
3/21/2015,96,120,96,1,88,120,1,1,40,120,13,17,-24,0
3/14/2015,7,8,6,12,1,3,2,31,1,1,1,223,-1,0
3/14/2015,8,7,1,18,1,3,2,31,1,1,1,223,1,1
3/14/2015,21,15,1,28,1,3,2,31,1,1,1,223,6,1
3/14/2015,83,120,83,1,1,3,2,31,1,1,1,223,-37,0
3/14/2015,99,120,99,1,2,32,1,19,23,25,13,10,-21,0
3/14/2015,2,2,2,21,3,4,2,35,10,12,1,61,0,1
3/14/2015,40,26,26,3,4,1,1,35,16,16,13,198,14,1
3/14/2015,57,52,52,3,4,1,1,35,16,16,13,198,5,1
3/14/2015,73,58,58,3,4,1,1,35,16,16,13,198,15,1
3/14/2015,75,70,53,2,4,1,1,35,16,16,13,198,5,1
3/14/2015,100,81,81,2,4,1,1,35,16,16,13,198,19,1
3/14/2015,3,4,2,7,6,5,2,35,29,28,1,135,-1,0
3/14/2015,35,37,3,28,6,5,2,35,29,28,1,135,-2,0
3/14/2015,13,12,5,26,7,6,1,35,11,18,13,28,1,1
3/14/2015,26,20,2,47,7,6,1,35,11,18,13,28,6,1
3/14/2015,62,72,8,4,7,6,1,35,11,18,13,28,-10,0
3/14/2015,4,3,3,8,10,10,1,19,22,36,13,78,1,1
3/14/2015,11,10,4,19,12,7,1,33,50,50,13,14,1,1
3/14/2015,28,19,1,34,12,7,1,33,50,50,13,14,9,1
3/14/2015,30,34,13,3,16,15,1,35,2,2,13,119,-4,0
3/14/2015,31,25,13,14,19,16,2,35,9,5,1,221,6,1
3/14/2015,52,55,31,15,33,26,1,35,25,19,13,172,-3,0
