rank,last_wks,peak_position,wks_on_rank,date,album,artist,social,label,Class
64,73,55,5,5/16/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
65,83,41,2,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
66,96,26,2,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
67,68,26,12,5/16/2015,5.00E+00,6.00E+00,1.90E+01,-1.00E+00,FALSE
68,85,43,3,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
69,93,17,3,5/16/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
70,74,47,7,5/16/2015,5.20E+01,6.10E+01,1.20E+02,1.00E+00,TRUE
71,120,71,1,5/16/2015,2.50E+02,5.70E+01,1.20E+02,-1.00E+00,FALSE
72,66,58,7,5/16/2015,1.90E+01,4.20E+01,1.20E+02,-1.00E+00,FALSE
73,75,56,7,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
74,81,70,5,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
75,65,39,9,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
76,80,55,7,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
77,87,46,6,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
78,88,51,6,5/16/2015,3.50E+01,3.80E+01,1.20E+02,1.00E+00,TRUE
79,76,31,8,5/16/2015,1.75E+02,8.30E+01,1.20E+02,1.00E+00,TRUE
80,82,45,5,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
81,90,56,4,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
82,120,82,1,5/16/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
83,86,77,9,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
84,79,61,5,5/16/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
85,92,65,6,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
86,70,43,18,5/16/2015,6.50E+01,7.90E+01,1.20E+02,-1.00E+00,FALSE
87,120,2,1,5/16/2015,1.13E+02,7.20E+01,1.20E+02,-1.00E+00,FALSE
88,91,61,4,5/16/2015,3.90E+01,5.50E+01,1.20E+02,1.00E+00,TRUE
89,77,77,2,5/16/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
90,99,90,2,5/16/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
91,78,78,3,5/16/2015,2.50E+02,1.80E+01,8.00E+00,-1.00E+00,FALSE
92,89,58,12,5/16/2015,5.00E+00,6.00E+00,1.90E+01,-1.00E+00,FALSE
93,120,22,4,5/16/2015,2.00E+01,2.80E+01,1.20E+02,1.00E+00,TRUE
94,120,94,1,5/16/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
95,94,52,12,5/16/2015,5.00E+00,6.00E+00,1.90E+01,-1.00E+00,FALSE
96,120,46,2,5/16/2015,4.10E+01,3.90E+01,1.20E+02,1.00E+00,TRUE
97,120,44,1,5/16/2015,8.10E+01,8.50E+01,1.20E+02,1.00E+00,TRUE
98,120,66,1,5/16/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
99,120,92,2,5/16/2015,4.90E+01,2.90E+01,1.20E+02,1.00E+00,TRUE
100,120,39,19,5/16/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
1,1,1,7,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
2,2,1,24,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
3,5,2,14,5/9/2015,2.50E+02,1.70E+01,1.20E+02,1.00E+00,TRUE
4,3,3,18,5/9/2015,1.03E+02,8.00E+00,1.20E+02,1.00E+00,TRUE
5,4,2,15,5/9/2015,1.10E+01,5.00E+00,2.90E+01,-1.00E+00,FALSE
6,6,3,16,5/9/2015,1.87E+02,1.00E+01,3.20E+01,-1.00E+00,FALSE
7,8,4,24,5/9/2015,1.60E+01,1.30E+01,1.20E+02,1.00E+00,TRUE
8,7,2,29,5/9/2015,8.00E+00,6.00E+00,1.60E+01,-1.00E+00,FALSE
9,9,8,24,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
10,11,5,7,5/9/2015,1.84E+02,1.80E+01,1.20E+02,1.00E+00,TRUE
11,10,10,14,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
12,12,6,20,5/9/2015,6.00E+00,1.00E+00,1.00E+00,-1.00E+00,FALSE
13,15,13,16,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
14,13,13,11,5/9/2015,2.80E+01,1.10E+01,2.00E+00,-1.00E+00,FALSE
15,14,13,13,5/9/2015,2.70E+01,2.20E+01,1.20E+02,-1.00E+00,FALSE
16,18,12,13,5/9/2015,3.60E+01,2.80E+01,1.20E+02,1.00E+00,TRUE
17,43,9,2,5/9/2015,2.50E+02,5.00E+01,1.20E+02,1.00E+00,TRUE
18,25,18,10,5/9/2015,1.20E+01,2.00E+01,1.20E+02,-1.00E+00,FALSE
19,27,11,5,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
20,24,14,15,5/9/2015,1.00E+01,9.00E+00,5.00E+01,1.00E+00,TRUE
21,20,8,12,5/9/2015,7.00E+00,7.00E+00,1.70E+01,-1.00E+00,FALSE
22,17,15,5,5/9/2015,2.50E+02,1.40E+01,4.00E+00,1.00E+00,TRUE
23,21,20,17,5/9/2015,9.00E+00,1.60E+01,1.20E+02,-1.00E+00,FALSE
24,23,1,26,5/9/2015,6.00E+00,1.00E+00,1.00E+00,-1.00E+00,FALSE
25,19,9,20,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
26,16,4,14,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
27,22,14,14,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
28,31,9,9,5/9/2015,5.20E+01,5.20E+01,1.20E+02,1.00E+00,TRUE
29,28,28,12,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
30,33,30,17,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
31,26,2,37,5/9/2015,2.40E+01,4.30E+01,1.20E+02,-1.00E+00,FALSE
32,34,12,10,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
33,32,1,36,5/9/2015,6.00E+00,1.00E+00,1.00E+00,-1.00E+00,FALSE
34,30,17,9,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
35,38,26,11,5/9/2015,1.61E+02,5.50E+01,1.20E+02,1.00E+00,TRUE
36,29,21,16,5/9/2015,7.50E+01,1.20E+02,1.20E+02,-1.00E+00,FALSE
37,40,16,8,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
38,37,5,34,5/9/2015,7.00E+00,7.00E+00,1.70E+01,-1.00E+00,FALSE
39,55,13,5,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
40,120,40,1,5/9/2015,1.56E+02,4.60E+01,1.20E+02,-1.00E+00,FALSE
41,36,4,27,5/9/2015,1.00E+01,9.00E+00,5.00E+01,-1.00E+00,FALSE
42,45,32,13,5/9/2015,5.40E+01,6.40E+01,1.20E+02,1.00E+00,TRUE
43,35,1,42,5/9/2015,1.00E+01,9.00E+00,5.00E+01,1.00E+00,TRUE
44,53,40,7,5/9/2015,2.00E+01,2.10E+01,1.20E+02,-1.00E+00,FALSE
45,54,3,9,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
46,41,35,15,5/9/2015,8.80E+01,4.00E+01,1.20E+02,1.00E+00,TRUE
47,46,10,33,5/9/2015,2.50E+01,2.60E+01,1.20E+02,-1.00E+00,FALSE
48,47,11,23,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
49,44,21,15,5/9/2015,6.50E+01,5.10E+01,1.20E+02,-1.00E+00,FALSE
50,42,30,44,5/9/2015,7.30E+01,7.50E+01,1.20E+02,-1.00E+00,FALSE
51,52,17,16,5/9/2015,4.40E+01,4.10E+01,1.20E+02,1.00E+00,TRUE
52,58,52,15,5/9/2015,6.00E+01,5.80E+01,1.20E+02,-1.00E+00,FALSE
53,56,53,22,5/9/2015,8.50E+01,6.00E+01,1.20E+02,-1.00E+00,FALSE
54,60,44,8,5/9/2015,2.50E+02,9.10E+01,1.20E+02,1.00E+00,TRUE
55,61,15,8,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
56,59,51,17,5/9/2015,2.50E+02,1.00E+02,1.20E+02,1.00E+00,TRUE
57,62,56,9,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
58,66,47,9,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
59,64,53,18,5/9/2015,1.34E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
60,70,40,6,5/9/2015,7.10E+01,7.00E+01,1.20E+02,1.00E+00,TRUE
61,57,53,10,5/9/2015,4.00E+00,3.00E+00,1.80E+01,-1.00E+00,FALSE
62,51,29,20,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
63,63,43,9,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
64,93,38,2,5/9/2015,4.80E+01,3.00E+01,4.80E+01,1.00E+00,TRUE
65,39,39,8,5/9/2015,2.50E+02,9.90E+01,1.20E+02,-1.00E+00,FALSE
66,68,58,6,5/9/2015,1.40E+01,3.70E+01,1.20E+02,-1.00E+00,FALSE
67,69,60,9,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
68,67,26,11,5/9/2015,4.00E+00,3.00E+00,1.80E+01,1.00E+00,TRUE
69,72,55,11,5/9/2015,2.60E+01,3.90E+01,1.20E+02,-1.00E+00,FALSE
70,65,43,17,5/9/2015,4.60E+01,6.10E+01,1.20E+02,-1.00E+00,FALSE
71,80,6,2,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
72,87,59,3,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
73,76,55,4,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
74,75,47,6,5/9/2015,5.00E+01,6.80E+01,1.20E+02,1.00E+00,TRUE
75,73,56,6,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
76,71,31,7,5/9/2015,1.89E+02,5.90E+01,1.20E+02,-1.00E+00,FALSE
77,120,77,1,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
78,91,78,2,5/9/2015,2.50E+02,1.40E+01,4.00E+00,-1.00E+00,FALSE
79,74,61,4,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
80,85,55,6,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
81,88,70,4,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
82,92,45,4,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
83,120,41,1,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
84,120,84,1,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
85,96,43,2,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
86,77,77,8,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
87,89,46,5,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
88,86,51,5,5/9/2015,2.90E+01,3.30E+01,1.20E+02,1.00E+00,TRUE
89,82,58,11,5/9/2015,4.00E+00,3.00E+00,1.80E+01,-1.00E+00,FALSE
90,97,56,3,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
91,120,61,3,5/9/2015,3.40E+01,5.40E+01,1.20E+02,1.00E+00,TRUE
92,94,65,5,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
93,99,17,2,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
94,90,52,11,5/9/2015,4.00E+00,3.00E+00,1.80E+01,-1.00E+00,FALSE
95,120,1,1,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
96,120,26,1,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
97,84,70,3,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
98,83,67,5,5/9/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
99,120,90,1,5/9/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
100,120,100,1,5/9/2015,2.50E+02,8.60E+01,1.20E+02,-1.00E+00,FALSE
1,1,1,6,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
2,2,1,23,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
3,6,3,17,5/2/2015,9.20E+01,7.00E+00,1.20E+02,-1.00E+00,FALSE
4,3,2,14,5/2/2015,1.10E+01,4.00E+00,3.50E+01,-1.00E+00,FALSE
5,4,2,13,5/2/2015,2.50E+02,1.90E+01,1.20E+02,1.00E+00,TRUE
6,7,3,15,5/2/2015,1.62E+02,1.00E+01,3.40E+01,1.00E+00,TRUE
7,5,2,28,5/2/2015,9.00E+00,5.00E+00,1.60E+01,-1.00E+00,FALSE
8,9,4,23,5/2/2015,1.60E+01,1.40E+01,1.20E+02,1.00E+00,TRUE
9,8,8,23,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
10,11,10,13,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
11,12,5,6,5/2/2015,1.73E+02,2.40E+01,1.20E+02,1.00E+00,TRUE
12,10,6,19,5/2/2015,7.00E+00,1.00E+00,2.00E+00,1.00E+00,TRUE
13,15,13,10,5/2/2015,2.80E+01,1.20E+01,1.00E+00,-1.00E+00,FALSE
14,14,13,12,5/2/2015,2.90E+01,2.20E+01,1.20E+02,-1.00E+00,FALSE
15,16,13,15,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
16,13,4,13,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
17,21,15,4,5/2/2015,2.50E+02,1.50E+01,6.00E+00,-1.00E+00,FALSE
18,24,12,12,5/2/2015,3.80E+01,3.20E+01,1.20E+02,1.00E+00,TRUE
19,17,9,19,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
20,20,8,11,5/2/2015,8.00E+00,8.00E+00,2.00E+01,-1.00E+00,FALSE
21,22,20,16,5/2/2015,1.30E+01,2.00E+01,1.20E+02,-1.00E+00,FALSE
22,18,14,13,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
23,19,1,25,5/2/2015,7.00E+00,1.00E+00,2.00E+00,-1.00E+00,FALSE
24,26,14,14,5/2/2015,1.20E+01,9.00E+00,4.90E+01,1.00E+00,TRUE
25,56,18,9,5/2/2015,1.70E+01,2.60E+01,1.20E+02,1.00E+00,TRUE
26,23,2,36,5/2/2015,2.40E+01,3.90E+01,1.20E+02,-1.00E+00,FALSE
27,44,11,4,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
28,28,28,11,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
29,25,21,15,5/2/2015,7.00E+01,1.20E+02,1.20E+02,-1.00E+00,FALSE
30,29,17,8,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
31,34,9,8,5/2/2015,5.60E+01,5.50E+01,1.20E+02,1.00E+00,TRUE
32,27,1,35,5/2/2015,7.00E+00,1.00E+00,2.00E+00,-1.00E+00,FALSE
33,30,30,16,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
34,39,12,9,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
35,36,1,41,5/2/2015,1.20E+01,9.00E+00,4.90E+01,-1.00E+00,FALSE
36,33,4,26,5/2/2015,1.20E+01,9.00E+00,4.90E+01,-1.00E+00,FALSE
37,32,5,33,5/2/2015,8.00E+00,8.00E+00,2.00E+01,-1.00E+00,FALSE
38,45,26,10,5/2/2015,1.49E+02,5.90E+01,1.20E+02,1.00E+00,TRUE
39,83,39,7,5/2/2015,2.50E+02,8.00E+01,1.20E+02,-1.00E+00,FALSE
40,42,16,7,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
41,35,35,14,5/2/2015,9.40E+01,3.70E+01,1.20E+02,-1.00E+00,FALSE
42,38,30,43,5/2/2015,6.00E+01,6.90E+01,1.20E+02,-1.00E+00,FALSE
43,120,9,1,5/2/2015,2.50E+02,8.30E+01,1.20E+02,1.00E+00,TRUE
44,31,21,14,5/2/2015,5.50E+01,4.40E+01,1.20E+02,-1.00E+00,FALSE
45,43,32,12,5/2/2015,4.90E+01,6.10E+01,1.20E+02,1.00E+00,TRUE
46,40,10,32,5/2/2015,2.60E+01,2.80E+01,1.20E+02,-1.00E+00,FALSE
47,37,11,22,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
48,41,12,25,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
49,48,7,32,5/2/2015,2.90E+01,2.20E+01,1.20E+02,-1.00E+00,FALSE
50,49,2,54,5/2/2015,8.00E+00,8.00E+00,2.00E+01,-1.00E+00,FALSE
51,46,29,19,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
52,47,17,15,5/2/2015,4.60E+01,4.30E+01,1.20E+02,1.00E+00,TRUE
53,59,40,6,5/2/2015,2.00E+01,2.30E+01,1.20E+02,1.00E+00,TRUE
54,54,3,8,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
55,67,13,4,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
56,120,53,21,5/2/2015,7.60E+01,6.00E+01,1.20E+02,1.00E+00,TRUE
57,53,53,9,5/2/2015,1.00E+01,6.00E+00,1.50E+01,-1.00E+00,FALSE
58,57,52,14,5/2/2015,6.10E+01,5.80E+01,1.20E+02,1.00E+00,TRUE
59,62,51,16,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
60,65,44,7,5/2/2015,2.50E+02,9.80E+01,1.20E+02,1.00E+00,TRUE
61,52,15,7,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
62,68,56,8,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
63,71,43,8,5/2/2015,2.50E+02,9.00E+01,1.20E+02,1.00E+00,TRUE
64,63,53,17,5/2/2015,1.54E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
65,55,43,16,5/2/2015,5.10E+01,6.80E+01,1.20E+02,-1.00E+00,FALSE
66,69,47,8,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
67,60,26,10,5/2/2015,1.00E+01,6.00E+00,1.50E+01,-1.00E+00,FALSE
68,58,58,5,5/2/2015,1.40E+01,3.00E+01,1.20E+02,1.00E+00,TRUE
69,66,60,8,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
70,76,40,5,5/2/2015,7.20E+01,7.30E+01,1.20E+02,1.00E+00,TRUE
71,72,31,6,5/2/2015,1.90E+02,5.10E+01,1.20E+02,-1.00E+00,FALSE
72,78,55,10,5/2/2015,4.00E+01,4.50E+01,1.20E+02,1.00E+00,TRUE
73,89,56,5,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
74,61,61,3,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
75,77,47,5,5/2/2015,5.20E+01,6.70E+01,1.20E+02,1.00E+00,TRUE
76,79,55,3,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
77,87,77,7,5/2/2015,1.69E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
78,64,50,18,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
79,88,79,6,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
80,120,6,1,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
81,74,23,20,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
82,75,58,10,5/2/2015,1.00E+01,6.00E+00,1.50E+01,-1.00E+00,FALSE
83,84,67,4,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
84,70,70,2,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
85,90,55,5,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
86,93,51,4,5/2/2015,3.10E+01,3.80E+01,1.20E+02,-1.00E+00,FALSE
87,100,59,2,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
88,85,70,3,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
89,91,46,4,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
90,73,52,10,5/2/2015,1.00E+01,6.00E+00,1.50E+01,-1.00E+00,FALSE
91,120,78,1,5/2/2015,2.50E+02,1.50E+01,6.00E+00,1.00E+00,TRUE
92,94,45,3,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
93,120,38,1,5/2/2015,5.90E+01,3.50E+01,4.00E+01,1.00E+00,TRUE
94,95,65,4,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
95,80,39,18,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
96,120,43,1,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
97,99,56,2,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
98,120,98,1,5/2/2015,2.50E+02,8.20E+01,1.20E+02,-1.00E+00,FALSE
99,120,17,1,5/2/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
100,120,100,1,5/2/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
1,10,1,5,4/25/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
2,1,1,22,4/25/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
3,2,2,13,4/25/2015,4.00E+00,2.00E+00,3.00E+01,-1.00E+00,FALSE
4,6,2,12,4/25/2015,2.50E+02,2.10E+01,1.20E+02,-1.00E+00,FALSE
5,5,2,27,4/25/2015,9.00E+00,4.00E+00,1.50E+01,-1.00E+00,FALSE
6,4,3,16,4/25/2015,8.20E+01,8.00E+00,1.20E+02,1.00E+00,TRUE
7,3,3,14,4/25/2015,1.37E+02,1.00E+01,3.20E+01,1.00E+00,TRUE
8,8,8,22,4/25/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
9,12,4,22,4/25/2015,1.90E+01,1.80E+01,1.20E+02,1.00E+00,TRUE
10,7,6,18,4/25/2015,5.00E+00,1.00E+00,1.00E+00,-1.00E+00,FALSE
11,11,10,12,4/25/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
12,14,5,5,4/25/2015,1.30E+02,2.40E+01,1.20E+02,1.00E+00,TRUE
13,9,4,12,4/25/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
14,13,13,11,4/25/2015,2.00E+01,1.60E+01,1.20E+02,1.00E+00,TRUE
15,16,13,9,4/25/2015,2.20E+01,1.10E+01,2.00E+00,1.00E+00,TRUE
16,22,13,14,4/25/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
17,15,9,18,4/25/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
18,18,14,12,4/25/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
19,17,1,24,4/25/2015,5.00E+00,1.00E+00,1.00E+00,-1.00E+00,FALSE
20,20,8,10,4/25/2015,6.00E+00,6.00E+00,2.40E+01,1.00E+00,TRUE
21,19,15,3,4/25/2015,1.57E+02,1.40E+01,6.00E+00,1.00E+00,TRUE
22,23,20,15,4/25/2015,1.50E+01,2.20E+01,1.20E+02,1.00E+00,TRUE
23,21,2,35,4/25/2015,2.60E+01,3.50E+01,1.20E+02,-1.00E+00,FALSE
24,28,12,11,4/25/2015,3.70E+01,3.30E+01,1.20E+02,1.00E+00,TRUE
25,25,21,14,4/25/2015,5.50E+01,1.20E+02,1.20E+02,-1.00E+00,FALSE
26,39,14,13,4/25/2015,1.00E+01,9.00E+00,4.30E+01,1.00E+00,TRUE
27,26,1,34,4/25/2015,5.00E+00,1.00E+00,1.00E+00,-1.00E+00,FALSE
28,30,28,10,4/25/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
29,27,17,7,4/25/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
30,34,30,15,4/25/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
31,24,21,13,4/25/2015,3.50E+01,3.40E+01,1.20E+02,-1.00E+00,FALSE
32,29,5,32,4/25/2015,6.00E+00,6.00E+00,2.40E+01,-1.00E+00,FALSE
33,33,4,25,4/25/2015,1.00E+01,9.00E+00,4.30E+01,-1.00E+00,FALSE
34,45,9,7,4/25/2015,5.70E+01,5.80E+01,1.20E+02,1.00E+00,TRUE
35,36,35,13,4/25/2015,7.70E+01,3.90E+01,1.20E+02,-1.00E+00,FALSE
36,37,1,40,4/25/2015,1.00E+01,9.00E+00,4.30E+01,1.00E+00,TRUE
37,31,11,21,4/25/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
38,40,30,42,4/25/2015,5.10E+01,5.40E+01,1.20E+02,-1.00E+00,FALSE
39,41,12,8,4/25/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
40,35,10,31,4/25/2015,1.30E+01,1.90E+01,1.20E+02,-1.00E+00,FALSE
41,38,12,24,4/25/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
42,64,16,6,4/25/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
43,46,32,11,4/25/2015,4.20E+01,5.50E+01,1.20E+02,-1.00E+00,FALSE
44,56,11,3,4/25/2015,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
45,51,26,9,4/25/2015,1.44E+02,5.70E+01,1.20E+02,1.00E+00,TRUE
46,32,29,18,4/25/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
47,52,17,14,4/25/2015,2.90E+01,3.20E+01,1.20E+02,-1.00E+00,FALSE
48,44,7,31,4/25/2015,2.00E+01,1.60E+01,1.20E+02,-1.00E+00,FALSE
49,42,2,53,4/25/2015,6.00E+00,6.00E+00,2.40E+01,-1.00E+00,FALSE
50,43,11,29,4/25/2015,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
