rank,last_wks,peak_position,wks_on_rank,date,album,artist,social,label,Class
1,1,1,11,4/8/2017,2.00E+00,2.00E+00,6.00E+00,1.00E+00,TRUE
2,2,2,10,4/8/2017,6.00E+00,3.00E+00,2.20E+01,1.00E+00,TRUE
3,4,2,15,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
4,3,1,19,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
5,5,4,18,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
6,6,6,5,4/8/2017,1.75E+02,2.70E+01,1.20E+02,-1.00E+00,FALSE
7,8,5,5,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
8,120,8,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
9,120,9,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
10,9,6,10,4/8/2017,3.10E+01,6.00E+00,4.30E+01,1.00E+00,TRUE
11,7,5,23,4/8/2017,2.20E+01,9.00E+00,1.70E+01,-1.00E+00,FALSE
12,10,10,13,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
13,12,9,16,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
14,11,6,20,4/8/2017,1.40E+01,1.70E+01,1.20E+02,-1.00E+00,FALSE
15,31,8,22,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
16,18,12,8,4/8/2017,5.80E+01,1.50E+01,1.20E+02,1.00E+00,TRUE
17,13,1,34,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
18,120,18,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
19,15,4,6,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
20,17,12,6,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
21,27,21,4,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
22,21,19,22,4/8/2017,4.60E+01,2.90E+01,1.20E+02,1.00E+00,TRUE
23,20,15,27,4/8/2017,4.80E+01,1.00E+01,5.00E+00,-1.00E+00,FALSE
24,19,18,5,4/8/2017,8.00E+00,7.00E+00,2.90E+01,1.00E+00,TRUE
25,26,19,10,4/8/2017,1.00E+01,1.20E+01,1.20E+02,1.00E+00,TRUE
26,24,23,9,4/8/2017,2.50E+02,4.50E+01,1.20E+02,1.00E+00,TRUE
27,22,4,24,4/8/2017,6.00E+00,3.00E+00,2.20E+01,-1.00E+00,FALSE
28,23,21,10,4/8/2017,7.00E+01,3.40E+01,1.20E+02,-1.00E+00,FALSE
29,120,29,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
30,32,28,13,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
31,16,16,6,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
32,35,24,11,4/8/2017,1.60E+01,4.20E+01,1.20E+02,1.00E+00,TRUE
33,28,1,46,4/8/2017,2.50E+02,3.70E+01,1.20E+02,1.00E+00,TRUE
34,25,8,30,4/8/2017,9.00E+01,1.60E+01,1.20E+02,1.00E+00,TRUE
35,120,35,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
36,120,36,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
37,30,1,27,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
38,120,38,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
39,29,4,21,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
40,120,40,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
41,33,33,14,4/8/2017,3.60E+01,3.20E+01,1.20E+02,1.00E+00,TRUE
42,34,34,6,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
43,37,37,16,4/8/2017,6.10E+01,3.80E+01,1.20E+02,1.00E+00,TRUE
44,36,6,24,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
45,120,45,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
46,38,4,18,4/8/2017,4.40E+01,2.60E+01,1.20E+02,1.00E+00,TRUE
47,41,4,33,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
48,120,48,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
49,120,49,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
50,120,50,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
51,120,51,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
52,53,44,10,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
53,43,26,20,4/8/2017,2.70E+01,1.10E+01,1.60E+01,1.00E+00,TRUE
54,120,54,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
55,48,34,4,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
56,44,40,14,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
57,42,41,7,4/8/2017,1.36E+02,3.50E+01,1.20E+02,1.00E+00,TRUE
58,51,41,14,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
59,50,50,20,4/8/2017,2.50E+01,4.30E+01,1.20E+02,-1.00E+00,FALSE
60,120,60,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
61,120,61,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
62,120,62,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
63,46,41,15,4/8/2017,2.50E+02,7.60E+01,1.20E+02,1.00E+00,TRUE
64,120,64,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
65,39,19,4,4/8/2017,1.79E+02,6.40E+01,1.20E+02,1.00E+00,TRUE
66,65,61,7,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
67,68,51,7,4/8/2017,5.40E+01,5.00E+01,1.20E+02,1.00E+00,TRUE
68,66,55,6,4/8/2017,1.81E+02,7.80E+01,1.20E+02,1.00E+00,TRUE
69,64,60,9,4/8/2017,6.70E+01,3.10E+01,1.20E+02,1.00E+00,TRUE
70,120,70,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
71,56,48,16,4/8/2017,5.10E+01,8.30E+01,1.20E+02,1.00E+00,TRUE
72,52,6,11,4/8/2017,2.00E+00,2.00E+00,6.00E+00,1.00E+00,TRUE
73,47,46,15,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
74,70,62,9,4/8/2017,9.30E+01,5.20E+01,1.20E+02,1.00E+00,TRUE
75,55,55,6,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
76,120,76,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
77,58,41,17,4/8/2017,1.18E+02,6.50E+01,1.20E+02,1.00E+00,TRUE
78,87,53,7,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
79,69,52,5,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
80,57,7,15,4/8/2017,3.40E+01,5.10E+01,1.20E+02,1.00E+00,TRUE
81,54,54,13,4/8/2017,2.50E+02,8.70E+01,1.20E+02,1.00E+00,TRUE
82,120,82,1,4/8/2017,1.00E+00,1.00E+00,3.00E+00,-1.00E+00,FALSE
83,73,38,13,4/8/2017,1.40E+01,1.70E+01,1.20E+02,1.00E+00,TRUE
84,14,14,2,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
85,59,37,4,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
86,67,57,6,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
87,80,69,9,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
88,120,88,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
89,63,53,3,4/8/2017,2.00E+00,2.00E+00,6.00E+00,-1.00E+00,FALSE
90,75,70,12,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
91,79,77,4,4/8/2017,2.50E+02,9.70E+01,1.20E+02,1.00E+00,TRUE
92,81,72,4,4/8/2017,7.50E+01,6.80E+01,1.20E+02,1.00E+00,TRUE
93,84,69,12,4/8/2017,5.60E+01,6.00E+01,1.20E+02,1.00E+00,TRUE
94,60,37,3,4/8/2017,2.00E+00,2.00E+00,6.00E+00,-1.00E+00,FALSE
95,74,46,5,4/8/2017,8.00E+00,7.00E+00,2.90E+01,1.00E+00,TRUE
96,83,71,15,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
97,120,97,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
98,120,65,1,4/8/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
99,77,16,18,4/8/2017,9.00E+00,5.00E+00,1.40E+01,1.00E+00,TRUE
100,76,56,16,4/8/2017,9.00E+01,1.60E+01,1.20E+02,1.00E+00,TRUE
1,1,1,10,4/1/2017,1.00E+00,1.00E+00,5.00E+00,1.00E+00,TRUE
2,3,2,9,4/1/2017,4.00E+00,3.00E+00,2.10E+01,1.00E+00,TRUE
3,2,1,18,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
4,4,2,14,4/1/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
5,12,4,17,4/1/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
6,6,6,4,4/1/2017,1.48E+02,2.20E+01,1.20E+02,1.00E+00,TRUE
7,5,5,22,4/1/2017,1.90E+01,8.00E+00,1.80E+01,-1.00E+00,FALSE
8,11,5,4,4/1/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
9,7,6,9,4/1/2017,2.80E+01,6.00E+00,3.60E+01,-1.00E+00,FALSE
10,14,10,12,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
11,8,6,19,4/1/2017,1.10E+01,1.60E+01,3.70E+01,-1.00E+00,FALSE
12,9,9,15,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
13,10,1,33,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
14,120,14,1,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
15,13,4,5,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
16,20,16,5,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
17,18,12,5,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
18,17,12,7,4/1/2017,5.20E+01,1.90E+01,1.20E+02,1.00E+00,TRUE
19,32,18,4,4/1/2017,6.00E+00,4.00E+00,1.20E+02,-1.00E+00,FALSE
20,15,15,26,4/1/2017,4.10E+01,1.20E+01,6.00E+00,-1.00E+00,FALSE
21,28,19,21,4/1/2017,4.50E+01,3.30E+01,1.20E+02,-1.00E+00,FALSE
22,16,4,23,4/1/2017,4.00E+00,3.00E+00,2.10E+01,-1.00E+00,FALSE
23,25,21,9,4/1/2017,5.60E+01,3.10E+01,1.20E+02,-1.00E+00,FALSE
24,27,23,8,4/1/2017,2.50E+02,4.60E+01,1.20E+02,-1.00E+00,FALSE
25,21,8,29,4/1/2017,7.80E+01,1.70E+01,1.20E+02,-1.00E+00,FALSE
26,30,19,9,4/1/2017,8.00E+00,1.10E+01,1.20E+02,1.00E+00,TRUE
27,34,27,3,4/1/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
28,24,1,45,4/1/2017,2.50E+02,3.20E+01,1.20E+02,-1.00E+00,FALSE
29,22,4,20,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
30,26,1,26,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
31,23,8,21,4/1/2017,1.60E+01,7.00E+00,1.30E+01,1.00E+00,TRUE
32,33,28,12,4/1/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
33,36,33,13,4/1/2017,2.70E+01,2.80E+01,1.20E+02,-1.00E+00,FALSE
34,48,34,5,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
35,38,24,10,4/1/2017,1.30E+01,5.10E+01,1.20E+02,1.00E+00,TRUE
36,31,6,23,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
37,42,37,15,4/1/2017,6.00E+01,3.60E+01,1.20E+02,-1.00E+00,FALSE
38,29,4,17,4/1/2017,3.60E+01,2.30E+01,1.20E+02,-1.00E+00,FALSE
39,19,19,3,4/1/2017,9.90E+01,2.40E+01,1.20E+02,-1.00E+00,FALSE
40,35,1,27,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
41,40,4,32,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
42,41,41,6,4/1/2017,1.33E+02,2.90E+01,1.20E+02,-1.00E+00,FALSE
43,43,26,19,4/1/2017,2.30E+01,1.00E+01,3.50E+01,-1.00E+00,FALSE
44,51,40,13,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
45,44,2,39,4/1/2017,2.10E+01,1.30E+01,3.80E+01,-1.00E+00,FALSE
46,60,41,14,4/1/2017,2.50E+02,6.60E+01,1.20E+02,-1.00E+00,FALSE
47,46,46,14,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
48,52,34,3,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
49,47,11,28,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
50,57,50,19,4/1/2017,2.20E+01,5.00E+01,1.20E+02,-1.00E+00,FALSE
51,54,41,13,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
52,39,6,10,4/1/2017,1.00E+00,1.00E+00,5.00E+00,-1.00E+00,FALSE
53,56,44,9,4/1/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
54,58,54,12,4/1/2017,2.50E+02,7.50E+01,1.20E+02,-1.00E+00,FALSE
55,63,55,5,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
56,69,48,15,4/1/2017,4.30E+01,6.90E+01,1.20E+02,-1.00E+00,FALSE
57,64,7,14,4/1/2017,2.90E+01,3.80E+01,1.20E+02,-1.00E+00,FALSE
58,68,41,16,4/1/2017,9.40E+01,5.80E+01,1.20E+02,-1.00E+00,FALSE
59,66,37,3,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
60,37,37,2,4/1/2017,1.00E+00,1.00E+00,5.00E+00,-1.00E+00,FALSE
61,120,61,1,4/1/2017,1.36E+02,1.80E+01,4.00E+01,-1.00E+00,FALSE
62,55,34,20,4/1/2017,3.10E+01,3.00E+01,1.20E+02,-1.00E+00,FALSE
63,53,53,2,4/1/2017,1.00E+00,1.00E+00,5.00E+00,-1.00E+00,FALSE
64,65,60,8,4/1/2017,7.10E+01,4.10E+01,1.20E+02,-1.00E+00,FALSE
65,61,61,6,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
66,73,55,5,4/1/2017,2.50E+02,9.40E+01,1.20E+02,-1.00E+00,FALSE
67,62,57,5,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
68,80,51,6,4/1/2017,5.90E+01,5.90E+01,1.20E+02,1.00E+00,TRUE
69,79,52,4,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
70,70,62,8,4/1/2017,8.30E+01,5.20E+01,1.20E+02,-1.00E+00,FALSE
71,120,71,1,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
72,120,72,1,4/1/2017,7.30E+01,8.00E+01,1.20E+02,-1.00E+00,FALSE
73,71,38,12,4/1/2017,1.10E+01,1.60E+01,3.70E+01,-1.00E+00,FALSE
74,77,46,4,4/1/2017,6.00E+00,4.00E+00,1.20E+02,-1.00E+00,FALSE
75,78,70,11,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
76,89,56,15,4/1/2017,7.80E+01,1.70E+01,1.20E+02,1.00E+00,TRUE
77,76,16,17,4/1/2017,7.00E+00,5.00E+00,1.00E+01,-1.00E+00,FALSE
78,120,78,1,4/1/2017,9.90E+01,2.40E+01,1.20E+02,-1.00E+00,FALSE
79,86,77,3,4/1/2017,2.50E+02,9.30E+01,1.20E+02,-1.00E+00,FALSE
80,85,69,8,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
81,95,72,3,4/1/2017,1.80E+01,2.10E+01,1.20E+02,-1.00E+00,FALSE
82,67,43,11,4/1/2017,1.08E+02,8.10E+01,1.20E+02,-1.00E+00,FALSE
83,88,71,14,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
84,87,69,11,4/1/2017,5.00E+01,6.10E+01,1.20E+02,-1.00E+00,FALSE
85,49,49,2,4/1/2017,1.00E+00,1.00E+00,5.00E+00,-1.00E+00,FALSE
86,82,47,11,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
87,92,53,6,4/1/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
88,120,87,7,4/1/2017,1.21E+02,8.30E+01,1.20E+02,-1.00E+00,FALSE
89,74,67,11,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
90,94,51,19,4/1/2017,6.10E+01,1.20E+02,1.20E+02,1.00E+00,TRUE
91,98,88,5,4/1/2017,1.41E+02,9.20E+01,1.20E+02,-1.00E+00,FALSE
92,120,65,9,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
93,120,92,2,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
94,59,59,2,4/1/2017,1.00E+00,1.00E+00,5.00E+00,-1.00E+00,FALSE
95,120,95,1,4/1/2017,5.40E+01,1.20E+02,1.20E+02,-1.00E+00,FALSE
96,81,48,3,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
97,97,51,18,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
98,120,98,5,4/1/2017,1.77E+02,9.90E+01,4.90E+01,-1.00E+00,FALSE
99,120,48,6,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
100,120,88,3,4/1/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
1,1,1,9,3/25/2017,1.00E+00,1.00E+00,4.00E+00,1.00E+00,TRUE
2,2,1,17,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
3,4,2,8,3/25/2017,3.00E+00,2.00E+00,3.50E+01,1.00E+00,TRUE
4,3,2,13,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
5,6,5,21,3/25/2017,1.80E+01,6.00E+00,3.00E+00,-1.00E+00,FALSE
6,8,6,3,3/25/2017,1.51E+02,2.50E+01,1.20E+02,1.00E+00,TRUE
7,7,6,8,3/25/2017,3.00E+01,7.00E+00,4.10E+01,-1.00E+00,FALSE
8,9,6,18,3/25/2017,1.10E+01,1.30E+01,4.70E+01,-1.00E+00,FALSE
9,24,9,14,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
10,10,1,32,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
11,5,5,3,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
12,11,4,16,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
13,12,4,4,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
14,14,14,11,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
15,17,15,25,3/25/2017,3.60E+01,1.10E+01,8.00E+00,-1.00E+00,FALSE
16,18,4,22,3/25/2017,3.00E+00,2.00E+00,3.50E+01,-1.00E+00,FALSE
17,20,12,6,3/25/2017,5.80E+01,1.80E+01,1.20E+02,-1.00E+00,FALSE
18,22,12,4,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
19,100,19,2,3/25/2017,1.01E+02,2.40E+01,1.20E+02,-1.00E+00,FALSE
20,32,16,4,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
21,19,8,28,3/25/2017,7.80E+01,1.70E+01,1.20E+02,-1.00E+00,FALSE
22,15,4,19,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
23,16,8,20,3/25/2017,1.60E+01,8.00E+00,1.50E+01,-1.00E+00,FALSE
24,13,1,44,3/25/2017,2.50E+02,3.00E+01,3.30E+01,-1.00E+00,FALSE
25,21,21,8,3/25/2017,5.30E+01,3.30E+01,1.20E+02,1.00E+00,TRUE
26,23,1,25,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
27,27,23,7,3/25/2017,2.50E+02,4.40E+01,1.20E+02,1.00E+00,TRUE
28,26,19,20,3/25/2017,5.20E+01,3.90E+01,1.20E+02,1.00E+00,TRUE
29,30,4,16,3/25/2017,2.70E+01,1.60E+01,1.20E+02,-1.00E+00,FALSE
30,31,19,8,3/25/2017,6.00E+00,9.00E+00,1.20E+02,1.00E+00,TRUE
31,25,6,22,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
32,46,18,3,3/25/2017,4.00E+00,3.00E+00,4.30E+01,1.00E+00,TRUE
33,35,28,11,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
34,28,28,2,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
35,29,1,26,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
36,40,33,12,3/25/2017,2.90E+01,2.70E+01,1.20E+02,1.00E+00,TRUE
37,120,37,1,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
38,51,24,9,3/25/2017,9.00E+00,2.80E+01,1.20E+02,1.00E+00,TRUE
39,75,6,9,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
40,36,4,31,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
41,59,41,5,3/25/2017,9.50E+01,2.20E+01,1.20E+02,-1.00E+00,FALSE
42,44,37,14,3/25/2017,7.20E+01,4.30E+01,1.20E+02,1.00E+00,TRUE
43,41,26,18,3/25/2017,2.20E+01,1.00E+01,2.80E+01,1.00E+00,TRUE
44,43,2,38,3/25/2017,2.00E+01,1.20E+01,3.10E+01,-1.00E+00,FALSE
45,33,16,22,3/25/2017,4.90E+01,6.00E+01,1.20E+02,-1.00E+00,FALSE
46,56,46,13,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
47,38,11,27,3/25/2017,2.50E+02,9.10E+01,1.20E+02,-1.00E+00,FALSE
48,60,34,4,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
49,120,49,1,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
50,39,4,28,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
51,47,40,12,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
52,34,34,2,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
53,120,53,1,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
54,49,41,12,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
55,42,34,19,3/25/2017,1.90E+01,2.30E+01,1.20E+02,-1.00E+00,FALSE
56,52,44,8,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
57,57,50,18,3/25/2017,2.30E+01,4.50E+01,1.20E+02,1.00E+00,TRUE
58,55,54,11,3/25/2017,2.50E+02,7.40E+01,1.20E+02,1.00E+00,TRUE
59,120,59,1,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
60,53,41,13,3/25/2017,2.50E+02,8.50E+01,1.20E+02,1.00E+00,TRUE
61,66,61,5,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
62,61,57,4,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
63,58,55,4,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
64,54,7,13,3/25/2017,2.80E+01,3.70E+01,1.20E+02,1.00E+00,TRUE
65,68,60,7,3/25/2017,6.70E+01,3.40E+01,1.20E+02,1.00E+00,TRUE
66,37,37,2,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
67,50,43,10,3/25/2017,9.70E+01,6.30E+01,1.20E+02,-1.00E+00,FALSE
68,62,41,15,3/25/2017,1.06E+02,5.80E+01,1.20E+02,1.00E+00,TRUE
69,83,48,14,3/25/2017,4.60E+01,8.30E+01,1.20E+02,1.00E+00,TRUE
70,70,62,7,3/25/2017,7.40E+01,4.90E+01,1.20E+02,1.00E+00,TRUE
71,65,38,11,3/25/2017,1.10E+01,1.30E+01,4.70E+01,-1.00E+00,FALSE
72,120,72,1,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
73,74,55,4,3/25/2017,2.50E+02,9.70E+01,1.20E+02,1.00E+00,TRUE
74,69,67,10,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
75,120,75,1,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
76,67,16,16,3/25/2017,7.00E+00,5.00E+00,1.00E+01,-1.00E+00,FALSE
77,64,46,3,3/25/2017,4.00E+00,3.00E+00,4.30E+01,1.00E+00,TRUE
78,71,70,10,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
79,82,52,3,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
80,85,51,5,3/25/2017,6.30E+01,5.90E+01,1.20E+02,1.00E+00,TRUE
81,48,48,2,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
82,63,47,10,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
83,120,83,1,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
84,120,41,2,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
85,84,69,7,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
86,89,77,2,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
87,81,69,10,3/25/2017,3.80E+01,5.00E+01,1.20E+02,1.00E+00,TRUE
