34,Soulja Boy,25,13,27,2017-01-28
35,Bruno Mars,41,2,253,2017-01-28
36,Liam Payne,120,13,6,2017-01-28
37,Timati,120,13,20,2017-01-28
38,Kodak Black,23,13,6,2017-01-28
39,Rihanna,20,1,310,2017-01-28
40,Nicky Jam,120,13,4,2017-01-28
41,Wiz Khalifa,36,13,306,2017-01-28
42,Gucci Mane,120,13,6,2017-01-28
43,Meek Mill,120,13,51,2017-01-28
44,Madison Beer,44,13,2,2017-01-28
45,Lauren Jauregui,18,13,6,2017-01-28
46,Sia,120,13,5,2017-01-28
47,Alan Walker,45,13,4,2017-01-28
48,Sabrina Carpenter,120,13,7,2017-01-28
49,Jacob Whitesides,120,13,47,2017-01-28
50,Wesley Safadao,46,13,5,2017-01-28
1,BTS,1,13,13,2017-01-21
2,Ariana Grande,2,13,216,2017-01-21
3,Miley Cyrus,4,1,248,2017-01-21
4,Chris Brown,9,13,291,2017-01-21
5,Ed Sheeran,120,5,105,2017-01-21
6,Nicki Minaj,25,13,318,2017-01-21
7,Shawn Mendes,7,13,107,2017-01-21
8,Shakira,18,13,314,2017-01-21
9,Justin Bieber,5,1,320,2017-01-21
10,Niall Horan,21,13,15,2017-01-21
11,Zayn,50,13,48,2017-01-21
12,Drake,15,13,295,2017-01-21
13,Camila Cabello,14,13,50,2017-01-21
14,Louis Tomlinson,6,13,4,2017-01-21
15,Lali,17,13,30,2017-01-21
16,Jacob Sartorius,12,13,31,2017-01-21
17,Lucy Hale,23,13,131,2017-01-21
18,Lauren Jauregui,28,13,5,2017-01-21
19,Maluma,8,13,12,2017-01-21
20,Rihanna,30,1,309,2017-01-21
21,Jennifer Lopez,13,13,305,2017-01-21
22,Snoop Dogg,22,13,284,2017-01-21
23,Kodak Black,20,13,5,2017-01-21
24,Mario Bautista,11,13,31,2017-01-21
25,Soulja Boy,120,13,26,2017-01-21
26,DJ Snake,39,13,6,2017-01-21
27,Mariah Carey,120,19,67,2017-01-21
28,J Balvin,36,13,10,2017-01-21
